"","UniprotID","Gene","estimate","estimate1","estimate2",".y.","group1","group2","n1","n2","statistic","p","df","conf.low","conf.high","method","alternative","p.adj","FC","log10adjustP","Direction"
"31","O00151","PDLIM1",-0.872292061608695,11.9144422883913,12.78673435,"Intensity","Control_1","Disease_1",23,22,-1.665561150254,0.104,38.423741688378,-1.932129256849,0.187545133631613,"T-test","two.sided",0.3535546875,-0.872292061608695,0.451543400417199,"NotSignificant"
"32","O00154","ACOT7",-0.0414815356060618,13.3446606216667,13.3861421572727,"Intensity","Control_1","Disease_1",24,22,-0.219662733651004,0.827,43.8168960558666,-0.422112372726501,0.339149301514378,"T-test","two.sided",0.914978233034571,-0.0414815356060618,0.038589237502314,"NotSignificant"
"33","O00244","ATOX1",-0.810570894989647,12.6312368473913,13.441807742381,"Intensity","Control_1","Disease_1",23,21,-2.34106155823858,0.0246,37.7069926057819,-1.51167754576589,-0.109464244213402,"T-test","two.sided",0.159437593984962,-0.810570894989647,0.797409268038994,"NotSignificant"
"34","O00391","QSOX1",0.252167347797618,11.6485325754167,11.396365227619,"Intensity","Control_1","Disease_1",24,21,1.46462128172068,0.153,32.8328986324885,-0.0981877536619461,0.602522449257183,"T-test","two.sided",0.433835526315789,0.252167347797618,0.362674886966442,"NotSignificant"
"35","O00410","IPO5",-0.575316753658385,12.903830753913,13.4791475075714,"Intensity","Control_1","Disease_1",23,21,-1.51987733775485,0.136,41.9746285508858,-1.33923169383701,0.188598186520243,"T-test","two.sided",0.412788732394366,-0.575316753658385,0.384272165852107,"NotSignificant"
"36","O00533","CHL1",0.257400055946968,15.0962454345833,14.8388453786364,"Intensity","Control_1","Disease_1",24,22,1.77871492921614,0.0836,36.7625284219224,-0.035876728927743,0.55067684082168,"T-test","two.sided",0.31061724137931,0.257400055946968,0.50777444162717,"NotSignificant"
"37","O00584","RNASET2",0.0781264059545457,10.6302756298636,10.5521492239091,"Intensity","Control_1","Disease_1",22,22,0.386999104156727,0.701,39.7463060694917,-0.329964350461284,0.486217162370375,"T-test","two.sided",0.858326704545454,0.0781264059545457,0.0663473753507408,"NotSignificant"
"38","O00585","CCL21",0.0635374783241112,9.94985445886956,9.88631698054545,"Intensity","Control_1","Disease_1",23,22,0.403963560252047,0.688,41.3488702018746,-0.254025001324864,0.381099957973086,"T-test","two.sided",0.852106169296987,0.0635374783241112,0.0695062903656708,"NotSignificant"
"39","O00592","PODXL",0.346018648901515,15.0208697920833,14.6748511431818,"Intensity","Control_1","Disease_1",24,22,2.16593498604599,0.036,42.3872025986826,0.0237075101082124,0.668329787694817,"T-test","two.sided",0.191966871165644,0.346018648901515,0.716773713543133,"NotSignificant"
"40","O14639","ABLIM1",0.110133248522727,15.50595879625,15.3958255477273,"Intensity","Control_1","Disease_1",24,22,0.62667643618484,0.534,42.0565038388947,-0.244513957844521,0.464780454889975,"T-test","two.sided",0.776236087689713,0.110133248522727,0.110006170510993,"NotSignificant"
"41","O14791","APOL1",0.0792499342440482,10.804518727625,10.725268793381,"Intensity","Control_1","Disease_1",24,21,0.499289060946245,0.621,34.3370669983634,-0.243202613563569,0.401702482051666,"T-test","two.sided",0.831404320987654,0.0792499342440482,0.0801877227018054,"NotSignificant"
"42","O14974","PPP1R12A",-0.919126715368421,9.683250897,10.6023776123684,"Intensity","Control_1","Disease_1",22,19,-2.87542691205836,0.00722,31.1230687905715,-1.57095023964373,-0.267303191093115,"T-test","two.sided",0.0889091428571429,-0.919126715368421,1.0510535766199,"NotSignificant"
"43","O15016","TRIM66",-0.176509518787878,13.6062407416667,13.7827502604545,"Intensity","Control_1","Disease_1",24,22,-0.905198327633207,0.37,42.3183355644089,-0.56993850658743,0.216919469011675,"T-test","two.sided",0.667238493723849,-0.176509518787878,0.175718906720411,"NotSignificant"
"44","O15031","PLXNB2",0.127838356583334,12.2159536038333,12.08811524725,"Intensity","Control_1","Disease_1",18,20,0.260277089616026,0.796,33.800156394536,-0.870541446436601,1.12621815960327,"T-test","two.sided",0.903855643044619,0.127838356583334,0.0439009262008963,"NotSignificant"
"45","O15117","FYB1",-0.904401416911256,10.6822448001364,11.5866462170476,"Intensity","Control_1","Disease_1",22,21,-1.72712607990528,0.0927,35.9783704455337,-1.96642543383565,0.157622600013136,"T-test","two.sided",0.324826829268293,-0.904401416911256,0.488348107134169,"NotSignificant"
"46","O15204","ADAMDEC1",0.169582829431819,13.55627212625,13.3866892968182,"Intensity","Control_1","Disease_1",24,22,1.24979673640058,0.218,43.1532253475997,-0.104030667509932,0.443196326373571,"T-test","two.sided",0.505150537634409,0.169582829431819,0.29657918045258,"NotSignificant"
"47","O15327","INPP4B",0.149189316620554,12.9063965843478,12.7572072677273,"Intensity","Control_1","Disease_1",23,22,0.93831638865506,0.353,42.4144226666357,-0.171586388383701,0.469965021624809,"T-test","two.sided",0.652974248927039,0.149189316620554,0.185103945477465,"NotSignificant"
"48","O15400","STX7",-0.472436538106061,11.3613169191667,11.8337534572727,"Intensity","Control_1","Disease_1",24,22,-1.67371306514727,0.105,28.9519630152021,-1.04978212610848,0.104909049896357,"T-test","two.sided",0.3535546875,-0.472436538106061,0.451543400417199,"NotSignificant"
"49","O15417","TNRC18",-0.45159570340909,17.9575358375,18.4091315409091,"Intensity","Control_1","Disease_1",24,22,-1.41547692300661,0.168,27.1340167608823,-1.10606328047039,0.20287187365221,"T-test","two.sided",0.453968652037618,-0.45159570340909,0.342974135506605,"NotSignificant"
"50","O15467","CCL16",0.553370380889328,12.6663629504348,12.1129925695455,"Intensity","Control_1","Disease_1",23,22,2.58310877478383,0.0136,39.4085540745483,0.120199944707125,0.986540817071531,"T-test","two.sided",0.119624489795918,0.553370380889328,0.922179901497565,"NotSignificant"
"51","O43149","ZZEF1",-0.0253900026136353,15.95404516375,15.9794351663636,"Intensity","Control_1","Disease_1",24,22,-0.255942037644845,0.799,42.8122637425484,-0.225475595207108,0.174695589979837,"T-test","two.sided",0.903855643044619,-0.0253900026136353,0.0439009262008963,"NotSignificant"
"52","O43157","PLXNB1",0.0617037877743272,12.1486929608696,12.0869891730952,"Intensity","Control_1","Disease_1",23,21,0.195751617350383,0.846,38.1111177805503,-0.576353922818506,0.69976149836716,"T-test","two.sided",0.923103797468354,0.0617037877743272,0.0347494624267051,"NotSignificant"
"53","O43242","PSMD3",-0.016209250741106,11.1853013113043,11.2015105620455,"Intensity","Control_1","Disease_1",23,22,-0.0676726465009614,0.946,36.6521582622628,-0.501687323825128,0.469268822342916,"T-test","two.sided",0.975581176470588,-0.016209250741106,0.010736587851767,"NotSignificant"
"54","O43379","WDR62",-0.122478558416667,16.3025286270833,16.4250071855,"Intensity","Control_1","Disease_1",24,20,-0.875230333576637,0.387,39.1273645894729,-0.40550175571217,0.160544638878836,"T-test","two.sided",0.674306451612903,-0.122478558416667,0.171142685071277,"NotSignificant"
"55","O43405","COCH",0.12959712473485,12.9365630929167,12.8069659681818,"Intensity","Control_1","Disease_1",24,22,0.95444042453919,0.345,43.5291796171404,-0.144139874632649,0.403334124102349,"T-test","two.sided",0.640926724137931,0.12959712473485,0.193191619656894,"NotSignificant"
"56","O43432","EIF4G3",0.164913976174244,18.0041640720833,17.8392500959091,"Intensity","Control_1","Disease_1",24,22,1.18095006752684,0.245,36.1637995307719,-0.118255026383715,0.448082978732203,"T-test","two.sided",0.53875,0.164913976174244,0.268612716831212,"NotSignificant"
"57","O43447","PPIH",0.365767725189395,13.4461773329167,13.0804096077273,"Intensity","Control_1","Disease_1",24,22,2.04035199934948,0.0476,42.4110332661049,0.00409617579498225,0.727439274583807,"T-test","two.sided",0.220597849462366,0.365767725189395,0.65639872567271,"NotSignificant"
"58","O43493","TGOLN2",0.250529452007576,13.0107907629167,12.7602613109091,"Intensity","Control_1","Disease_1",24,22,1.49600552092526,0.142,42.382449939072,-0.0873394702797199,0.588398374294873,"T-test","two.sided",0.417761092150171,0.250529452007576,0.37907201014634,"NotSignificant"
"59","O43707","ACTN4",0.00959605314393919,13.4996668954167,13.4900708422727,"Intensity","Control_1","Disease_1",24,22,0.05408870452525,0.957,42.6974105141394,-0.348265215489482,0.36745732177736,"T-test","two.sided",0.975581176470588,0.00959605314393919,0.010736587851767,"NotSignificant"
"60","O43768","ENSA",-0.637450343939394,12.0125664383333,12.6500167822727,"Intensity","Control_1","Disease_1",24,22,-1.51346807635895,0.139,36.7135718819472,-1.49107740344013,0.21617671556134,"T-test","two.sided",0.413165517241379,-0.637450343939394,0.383875931820148,"NotSignificant"
"61","O43847","NRDC",0.0972432639015146,15.3223060570833,15.2250627931818,"Intensity","Control_1","Disease_1",24,22,0.519826505383363,0.606,43.9851130660587,-0.279772514154117,0.474259041957147,"T-test","two.sided",0.825232227488152,0.0972432639015146,0.0834238200263561,"NotSignificant"
"62","O60279","SUSD5",0.758700487613636,13.26403026625,12.5053297786364,"Intensity","Control_1","Disease_1",24,22,6.35233538025847,1.04e-07,43.8108231875816,0.517962746850522,0.999438228376749,"T-test","two.sided",1.260675e-05,0.758700487613636,4.89939685942107,"Up"
"63","O60481","ZIC3",-0.0313554142173924,12.0894437247826,12.120799139,"Intensity","Control_1","Disease_1",23,20,-0.159309124656,0.874,40.5259218751724,-0.428985167410115,0.366274338975331,"T-test","two.sided",0.938216687422167,-0.0313554142173924,0.0276968468195651,"NotSignificant"
"64","O60664","PLIN3",-0.408829986977272,12.49515607125,12.9039860582273,"Intensity","Control_1","Disease_1",24,22,-1.55731332439784,0.129,31.9158222749453,-0.943626400820727,0.125966426866182,"T-test","two.sided",0.395722419928826,-0.408829986977272,0.402609343781118,"NotSignificant"
"65","O60673","REV3L",0.770535421904762,12.5699585880952,11.7994231661905,"Intensity","Control_1","Disease_1",21,21,2.99705850128607,0.00469,39.6442929004144,0.250777280265795,1.29029356354373,"T-test","two.sided",0.0693983050847458,0.770535421904762,1.15865113619256,"NotSignificant"
"66","O60729","CDC14B",0.0606693071212128,18.8286827816667,18.7680134745455,"Intensity","Control_1","Disease_1",24,22,0.483286804581958,0.631,43.6381792696022,-0.192388698282216,0.313727312524642,"T-test","two.sided",0.834321100917431,0.0606693071212128,0.0786667724821994,"NotSignificant"
"67","O60888","CUTA",0.175959712348485,15.7567247941667,15.5807650818182,"Intensity","Control_1","Disease_1",24,22,1.28181759883124,0.209,33.7681228429138,-0.10308437914775,0.45500380384472,"T-test","two.sided",0.500438888888889,0.175959712348485,0.30064894883152,"NotSignificant"
"68","O75015","FCGR3B",-0.433083100719697,15.9996780979167,16.4327611986364,"Intensity","Control_1","Disease_1",24,22,-1.05190501725397,0.299,43.2295429231825,-1.26325426830727,0.397088066867875,"T-test","two.sided",0.600787878787879,-0.433083100719697,0.221278838035582,"NotSignificant"
"69","O75144","ICOSLG",0.192587750719696,15.1594436120833,14.9668558613636,"Intensity","Control_1","Disease_1",24,22,1.3552219898493,0.183,41.6890993436961,-0.0942609778609439,0.479436479300336,"T-test","two.sided",0.476574018126888,0.192587750719696,0.321869638220577,"NotSignificant"
"70","O75223","GGCT",-0.519118032196969,11.8820917841667,12.4012098163636,"Intensity","Control_1","Disease_1",24,22,-2.03650425697267,0.0497,33.287110917427,-1.03755918731708,-0.000676877076856332,"T-test","two.sided",0.227879787234043,-0.519118032196969,0.642294194705635,"NotSignificant"
"71","O75339","CILP",-0.430929020973085,12.6450850052174,13.0760140261905,"Intensity","Control_1","Disease_1",23,21,-1.51498806608557,0.137,41.9827315806886,-1.0049669223575,0.143108880411329,"T-test","two.sided",0.412916083916084,-0.430929020973085,0.384138200147923,"NotSignificant"
"72","O75368","SH3BGRL",-0.347414758295454,13.10437317625,13.4517879345455,"Intensity","Control_1","Disease_1",24,22,-1.08894481649094,0.283,37.5412191986287,-0.993532688360122,0.298703171769215,"T-test","two.sided",0.578071090047393,-0.347414758295454,0.238018749612671,"NotSignificant"
"73","O75369","FLNB",0.246141939833333,12.6505460408333,12.404404101,"Intensity","Control_1","Disease_1",24,20,0.828295532595681,0.413,38.1462984647375,-0.3553650548785,0.847648934545165,"T-test","two.sided",0.692618677042802,0.246141939833333,0.159505801514162,"NotSignificant"
"74","O75460","ERN1",-0.346136961636363,14.7330616081818,15.0791985698182,"Intensity","Control_1","Disease_1",22,22,-0.538422957968343,0.593,41.9774900565416,-1.64352548529861,0.951251562025885,"T-test","two.sided",0.821810289389067,-0.346136961636363,0.0852284255018434,"NotSignificant"
"75","O75469","NR1I2",0.0955219248120294,12.8450215242857,12.7494995994737,"Intensity","Control_1","Disease_1",21,19,0.426624322707311,0.672,33.5995174169036,-0.359700996563655,0.550744846187714,"T-test","two.sided",0.849397660818714,0.0955219248120294,0.0708889393600835,"NotSignificant"
"76","O75509","TNFRSF21",0.200630118863636,12.4430676075,12.2424374886364,"Intensity","Control_1","Disease_1",24,22,1.46160355732981,0.152,37.3886179714686,-0.0774019478385634,0.478662185565835,"T-test","two.sided",0.432422442244224,0.200630118863636,0.36409177473282,"NotSignificant"
"77","O75865","TRAPPC6A",-0.157326188560607,16.2326989791667,16.3900251677273,"Intensity","Control_1","Disease_1",24,22,-0.88259176667296,0.383,36.7230596952121,-0.518596613794657,0.203944236673444,"T-test","two.sided",0.674306451612903,-0.157326188560607,0.171142685071277,"NotSignificant"
"78","O75882","ATRN",0.16910011844697,17.5995474020833,17.4304472836364,"Intensity","Control_1","Disease_1",24,22,1.69857320640396,0.0966,43.3285153606123,-0.0316260739798579,0.369826310873798,"T-test","two.sided",0.336110483870968,0.16910011844697,0.473517940918502,"NotSignificant"
"79","O76013","KRT36",0.153712982727274,15.294534495,15.1408215122727,"Intensity","Control_1","Disease_1",22,22,0.724586974368185,0.473,39.3499760879651,-0.275256177925224,0.582682143379772,"T-test","two.sided",0.729384615384615,0.153712982727274,0.137043401323899,"NotSignificant"
"80","O76070","SNCG",-0.0334237496231875,9.86510567004348,9.89852941966667,"Intensity","Control_1","Disease_1",23,21,-0.217836750564656,0.829,33.060160281553,-0.345567725089755,0.27872022584338,"T-test","two.sided",0.914978233034571,-0.0334237496231875,0.038589237502314,"NotSignificant"
"81","O76094","SRP72",-0.183045002443064,11.7537029956522,11.9367479980952,"Intensity","Control_1","Disease_1",23,21,-0.919090323483407,0.363,41.5939318524664,-0.585080180985815,0.218990176099687,"T-test","two.sided",0.658749473684211,-0.183045002443064,0.181279718764041,"NotSignificant"
"82","O94759","TRPM2",0.115107312689394,14.8031399804167,14.6880326677273,"Intensity","Control_1","Disease_1",24,22,0.629170659223515,0.533,34.6686349757956,-0.256429619482521,0.48664424486131,"T-test","two.sided",0.776236087689713,0.115107312689394,0.110006170510993,"NotSignificant"
"83","O94913","PCF11",-0.278321717450593,12.534162033913,12.8124837513636,"Intensity","Control_1","Disease_1",23,22,-1.34531942429959,0.186,42.3725188901778,-0.695716796802569,0.139073361901383,"T-test","two.sided",0.479744047619048,-0.278321717450593,0.318990405028632,"NotSignificant"
"84","O94929","ABLIM3",0.177515584848484,15.7879949266667,15.6104793418182,"Intensity","Control_1","Disease_1",24,22,1.14590945935702,0.258,43.9530358770676,-0.134699265965403,0.489730435662371,"T-test","two.sided",0.554142857142857,0.177515584848484,0.2563782604142,"NotSignificant"
"85","O94964","SOGA1",-0.219685016462451,14.2955755021739,14.5152605186364,"Intensity","Control_1","Disease_1",23,22,-0.740266523355135,0.463,42.8925108658719,-0.818211566808276,0.378841533883374,"T-test","two.sided",0.722467625899281,-0.219685016462451,0.141181609067345,"NotSignificant"
"86","O95084","PRSS23",0.498198544886362,13.31052920625,12.8123306613636,"Intensity","Control_1","Disease_1",24,22,4.06878589400678,0.000264,34.174025455346,0.249409001937625,0.746988087835099,"T-test","two.sided",0.0113784,0.498198544886362,1.94391880296944,"Up"
"87","O95196","CSPG5",-0.0830099819821442,10.1149639725417,10.1979739545238,"Intensity","Control_1","Disease_1",24,21,-0.587577809551772,0.56,41.7197859880262,-0.368170966618916,0.202151002654628,"T-test","two.sided",0.797884297520661,-0.0830099819821442,0.0980600818215556,"NotSignificant"
"88","O95359","TACC2",-0.0377027559469667,16.1133048954167,16.1510076513636,"Intensity","Control_1","Disease_1",24,22,-0.244315162948462,0.808,42.7204281567006,-0.348977935147567,0.273572423253633,"T-test","two.sided",0.906895833333333,-0.0377027559469667,0.042442593432213,"NotSignificant"
"89","O95425","SVIL",0.195898373086957,12.647130906087,12.451232533,"Intensity","Control_1","Disease_1",23,20,1.21436994462654,0.232,39.6456059785966,-0.130226017099405,0.522022763273318,"T-test","two.sided",0.519865979381443,0.195898373086957,0.284108602359352,"NotSignificant"
"90","O95445","APOM",0.0518151711742423,12.1587929120833,12.1069777409091,"Intensity","Control_1","Disease_1",24,22,0.402649652266789,0.689,43.9301289307535,-0.207545060730118,0.311175403078603,"T-test","two.sided",0.852106169296987,0.0518151711742423,0.0695062903656708,"NotSignificant"
"91","O95460","MATN4",0.0685231247619029,16.07177981,16.0032566852381,"Intensity","Control_1","Disease_1",21,21,0.42745777082885,0.671,39.2671411302317,-0.255651495761131,0.392697745284937,"T-test","two.sided",0.849397660818714,0.0685231247619029,0.0708889393600835,"NotSignificant"
"92","O95497","VNN1",-0.275390938522726,12.23921656875,12.5146075072727,"Intensity","Control_1","Disease_1",24,22,-1.17265813958716,0.247,43.9237220497282,-0.748709779988459,0.197927902943007,"T-test","two.sided",0.539838383838384,-0.275390938522726,0.267736239274583,"NotSignificant"
"93","O95620","DUS4L",0.0185439469565214,15.9085930269565,15.89004908,"Intensity","Control_1","Disease_1",23,21,0.136198944467762,0.892,40.7935493234254,-0.256465654149705,0.293553548062748,"T-test","two.sided",0.946821648216482,0.0185439469565214,0.0237318208808089,"NotSignificant"
"94","O95678","KRT75",-0.157475910612648,13.4583479334783,13.6158238440909,"Intensity","Control_1","Disease_1",23,22,-0.756301188185016,0.454,42.9735966131207,-0.577396027533957,0.262444206308661,"T-test","two.sided",0.714138686131387,-0.157475910612648,0.146217439802552,"NotSignificant"
"95","O95727","CRTAM",0.0617907799229247,10.7814011756957,10.7196103957727,"Intensity","Control_1","Disease_1",23,22,0.329527173422882,0.743,40.5745922504166,-0.31702094740525,0.440602507251099,"T-test","two.sided",0.884559228650138,0.0617907799229247,0.0532730821270881,"NotSignificant"
"96","O95810","CAVIN2",-0.577637693257575,14.1176406008333,14.6952782940909,"Intensity","Control_1","Disease_1",24,22,-1.08699460145562,0.284,37.9191928206705,-1.65349236086875,0.498216974353604,"T-test","two.sided",0.57874231678487,-0.577637693257575,0.237514761503292,"NotSignificant"
"97","O95905","ECD",0.125233701174242,15.0890659820833,14.9638322809091,"Intensity","Control_1","Disease_1",24,22,0.971048603107289,0.339,32.1354055343167,-0.137421075078705,0.387888477427188,"T-test","two.sided",0.63525652173913,0.125233701174242,0.197050867653779,"NotSignificant"
"98","O95998","IL18BP",0.389584741515153,13.9634426483333,13.5738579068182,"Intensity","Control_1","Disease_1",24,22,2.13554150663703,0.0384,43.0324403520013,0.0216895829092545,0.757479900121051,"T-test","two.sided",0.195862721893491,0.389584741515153,0.70804821442143,"NotSignificant"
